Species_Code,Common_Name,Scientific_Name,Date,Bird_Count,lat,lng,subId,Notable_Normal,Year,Month,Day,Family_Name
limpki,Limpkin,Aramus guarauna,2021-07-21 08:27,5.0,28.466522,-81.5089202,S92097584,1,2021,7,21,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-21 08:17,1.0,26.120722,-80.245262,S92086657,1,2021,7,21,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-21 07:42,1.0,27.847105,-82.65338,S92093761,1,2021,7,21,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-21 07:20,1.0,28.3492355,-81.3576507,S92078664,1,2021,7,21,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-21 07:00,2.0,29.985055,-82.7624606,S92105069,1,2021,7,21,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-21 06:10,2.0,27.9959173,-81.8652327,S92078612,1,2021,7,21,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 20:07,1.0,26.0930267,-80.2710631,S92578602,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 18:49,2.0,29.881688,-95.185682,S92067103,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 18:11,2.0,26.463086,-81.673597,S92080764,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 16:31,1.0,27.2361876,-80.5116659,S92061069,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 15:38,8.0,28.90279,-81.79877,S92060139,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 14:46,2.0,28.9027946,-81.8170195,S92053045,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 12:05,2.0,28.2590675,-81.2834859,S92047064,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 10:57,1.0,27.249218,-80.371866,S92071997,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 10:37,1.0,28.2782779,-81.2518787,S92042282,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 10:00,2.0,27.3374306,-82.5103715,S92047642,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-20 06:35,1.0,28.773774,-81.373936,S92077481,1,2021,7,20,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 16:13,1.0,29.3666633,-95.6225819,S92009576,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 15:48,5.0,28.421976,-81.434975,S92008677,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 15:09,2.0,27.992634,-81.177188,S92008300,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 13:10,1.0,45.1630448,-92.9616647,S92343421,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 12:13,1.0,28.608469,-81.263903,S92019485,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 11:21,2.0,29.36668,-95.622578,S91992609,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 08:00,1.0,29.3735739,-95.6230259,S92022145,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 07:35,1.0,27.6131434,-80.5052376,S92013528,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-19 06:13,1.0,27.8326657,-81.1449337,S91991968,1,2021,7,19,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 19:06,2.0,29.881881,-95.185704,S92237591,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 18:51,1.0,28.9110943,-81.8013668,S91963743,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 18:45,3.0,26.6155412,-80.0854826,S91962430,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 18:00,1.0,29.3665847,-95.6225505,S92023810,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 15:56,1.0,27.1777611,-80.3189474,S91959134,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 15:40,1.0,26.463124,-81.673524,S92099498,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 12:42,1.0,27.3099583,-82.2593589,S91941787,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 10:45,2.0,28.370785,-81.2667918,S92257061,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 10:05,2.0,30.474189,-84.237998,S91931893,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 08:21,3.0,27.2724923,-82.2802783,S91938505,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 07:57,1.0,28.2521498,-81.382556,S91924215,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 07:30,1.0,27.6113527,-80.4397901,S91924683,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 07:29,5.0,26.294745,-81.485306,S91923741,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 07:19,3.0,28.832049,-81.669791,S91922492,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 07:13,2.0,28.6439145,-80.7165956,S91922416,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-18 06:35,1.0,26.9057338,-81.9913276,S91977188,1,2021,7,18,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 19:38,1.0,26.8454975,-81.968076,S91906214,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 18:50,1.0,28.92167,-81.9648247,S91903968,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 18:49,1.0,29.36643,-95.622702,S91906834,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 18:18,2.0,27.1213522,-82.2207355,S91903086,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 17:45,2.0,26.17638,-81.784482,S91900809,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 16:19,1.0,27.5845384,-80.4668523,S91898316,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 12:34,1.0,26.8786378,-80.1158898,S91885110,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 12:10,2.0,29.366923,-95.622504,S91892339,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 11:21,1.0,27.930948,-82.474313,S91879272,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 10:13,1.0,27.338189,-82.454947,S91874660,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 10:00,1.0,26.2367981,-81.7607689,S91889139,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 09:41,1.0,29.366793,-95.622496,S91877321,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 08:36,1.0,26.463038,-81.673755,S91885919,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 08:07,1.0,26.0637,-80.3664,S92147329,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 08:00,1.0,29.8734997,-95.1570357,S91908689,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 07:37,3.0,28.083898,-82.328206,S91867224,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 07:14,3.0,29.366487,-95.622417,S91870221,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 07:10,2.0,28.5383481,-82.3242474,S91874306,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 07:02,2.0,26.1736762,-80.8551157,S91914864,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 06:37,1.0,26.117621,-81.689687,S91868905,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-17 06:36,1.0,28.1739274,-82.480073,S91865540,1,2021,7,17,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-16 18:24,1.0,26.9198217,-82.052038,S91849237,1,2021,7,16,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-16 10:07,1.0,27.9767107,-82.7266336,S91828332,1,2021,7,16,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-16 08:59,3.0,26.463128,-81.673524,S91855068,1,2021,7,16,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-16 08:41,1.0,28.4875993,-81.3655282,S91823630,1,2021,7,16,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-16 08:02,1.0,28.236112,-80.680466,S91828011,1,2021,7,16,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-16 07:22,1.0,27.1734149,-82.466383,S91825711,1,2021,7,16,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 17:48,1.0,26.463096,-81.673801,S91823831,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 17:10,1.0,29.366792,-95.622551,S91810568,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 16:44,1.0,28.4836344,-81.5104222,S91811613,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 14:36,2.0,27.383933,-81.110522,S91796484,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 13:30,1.0,28.1391726,-81.3619781,S91806873,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 12:05,1.0,30.4036824,-84.3079448,S91789273,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 11:30,1.0,27.9312364,-81.1522293,S91818814,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 10:17,2.0,27.8891565,-80.746336,S91810343,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 09:35,3.0,27.8452341,-80.7252359,S91809208,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 08:57,1.0,30.1711388,-82.615428,S91780688,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 08:20,2.0,26.4100675,-81.8085758,S91779391,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 07:51,1.0,28.1311969,-82.7378654,S91790243,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 07:48,1.0,27.776113,-80.496761,S91784471,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 07:38,2.0,29.3668112,-95.6225129,S91779815,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-15 06:30,1.0,28.3987522,-81.4429379,S91777210,1,2021,7,15,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 17:58,1.0,29.366326,-95.622485,S91794288,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 16:11,1.0,27.0362957,-80.1662385,S91803881,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 14:17,1.0,27.843738,-82.240793,S91770282,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 13:30,1.0,29.366966,-95.622461,S91778412,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 12:56,1.0,42.4577874,-88.1893158,S91751034,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 11:43,1.0,29.21284,-81.339528,S91991552,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 11:17,1.0,42.4623,-88.1886,S91747042,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 10:00,2.0,28.5432114,-80.860126,S91757617,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 09:42,1.0,27.6765051,-80.3933345,S91738138,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 09:32,1.0,27.969716,-81.188432,S91760960,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 09:30,1.0,27.32409,-82.434425,S92063521,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 08:43,1.0,26.5271649,-81.8765643,S91738572,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 08:30,1.0,27.6965345,-80.4365653,S91810881,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 07:23,1.0,29.6364,-82.2382,S91732011,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-14 06:40,2.0,29.715194,-81.500838,S91730358,1,2021,7,14,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 19:17,1.0,26.405685,-81.809989,S91731885,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 16:57,1.0,28.1749093,-82.4546671,S91721559,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 16:35,1.0,33.6530123,-79.0548277,S91710197,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 14:47,1.0,28.9840034,-81.2301268,S91707679,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 12:53,2.0,26.462903,-81.673654,S91720048,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 11:51,2.0,28.429689,-81.482864,S91700144,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 10:52,1.0,28.24419,-82.71922,S91695403,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 09:45,1.0,28.802957,-81.872026,S92019720,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 09:15,1.0,42.4470887,-88.1812806,S91704934,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 09:11,1.0,42.446527,-88.181893,S91696581,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 09:09,1.0,29.366928,-95.622486,S91693727,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 08:27,2.0,27.98938,-81.178721,S91697770,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 07:18,1.0,27.5016862,-82.4870896,S91689966,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 06:54,1.0,28.942476,-81.3418172,S91709355,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 06:34,1.0,26.6668727,-80.4574621,S91687126,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-13 06:05,1.0,29.720413,-81.944623,S91738137,1,2021,7,13,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 20:04,1.0,27.9595665,-82.7829212,S91674718,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 19:40,3.0,26.098675,-80.270325,S91861396,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 18:36,2.0,29.3668351,-95.6226054,S91676045,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 17:47,1.0,26.9333944,-80.1751636,S91758260,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 15:22,1.0,26.462952,-81.673657,S91673926,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 15:12,1.0,42.4549749,-88.1733153,S91674736,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 14:30,1.0,26.995414,-81.0675573,S91685999,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 14:20,1.0,42.446501,-88.181813,S91664979,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 09:09,6.0,32.957264,-80.018683,S91644674,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 08:28,3.0,27.3049011,-80.8290339,S91644547,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 07:56,1.0,28.3493559,-81.3564741,S91641638,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 07:32,1.0,29.366813,-95.622405,S91642500,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 07:00,1.0,26.8375507,-80.1425171,S91643112,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-12 06:47,1.0,26.573469,-81.840608,S91642284,1,2021,7,12,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 19:40,1.0,29.3667065,-95.6225768,S91633827,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 19:25,1.0,29.366641,-95.622593,S91628376,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 19:25,1.0,29.3664712,-95.6225597,S91628838,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 19:02,1.0,29.3664177,-95.6225744,S91633277,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 17:46,3.0,28.7377104,-81.2400126,S91626954,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 17:20,1.0,29.366615,-95.6223,S91620360,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 16:24,1.0,27.776132,-80.496778,S91616048,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 13:31,1.0,42.4415744,-88.1619787,S91617534,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 13:20,1.0,29.358445,-95.622449,S91613576,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 13:11,1.0,29.366848,-95.622498,S91611921,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 13:10,1.0,26.463057,-81.673804,S91628536,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 10:34,1.0,26.375455,-81.60449,S91607878,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 10:26,3.0,26.816629,-80.086924,S91592386,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 10:05,1.0,27.838557,-82.208341,S91594300,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 09:04,2.0,26.010925,-81.622139,S91586186,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 09:00,1.0,29.367006,-95.622417,S91594516,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 08:48,6.0,28.0375919,-81.9539738,S91588503,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 08:38,1.0,27.680761,-80.828108,S91601585,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 08:28,4.0,28.089284,-82.701945,S91619980,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 08:13,1.0,26.1073443,-80.2566402,S91589539,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 07:45,1.0,27.1291952,-82.3337746,S91598157,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 06:55,2.0,27.2634357,-80.2877104,S91588692,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 06:30,1.0,28.7815,-81.3692,S91581722,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 06:27,3.0,27.318339,-82.437342,S91608151,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-11 06:26,1.0,25.6923384,-80.4361171,S91581034,1,2021,7,11,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 20:39,1.0,27.6786636,-81.2943649,S91597956,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 18:19,1.0,27.965471,-82.522232,S91563169,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 17:00,1.0,28.4993957,-81.4241302,S91559122,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 16:05,1.0,26.828833,-80.104117,S91554354,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 15:24,1.0,27.776316,-80.49693,S91555963,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 14:15,3.0,27.8526028,-81.3664616,S91580612,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 13:52,1.0,28.255022,-80.703228,S91549981,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 11:34,2.0,29.366773,-95.62256,S91570075,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 10:33,1.0,26.728485,-80.068694,S91533267,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 10:16,1.0,26.81649,-80.08743,S91531736,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 10:12,1.0,27.6854464,-80.4073988,S91532015,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 10:06,1.0,27.302061,-82.254776,S91530820,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 09:26,1.0,27.793781,-81.159656,S91528035,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 09:00,1.0,27.6788275,-80.3980395,S91541498,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 08:45,3.0,26.816587,-80.087559,S91529759,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 08:07,1.0,27.908485,-81.841313,S91525675,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:45,4.0,29.3666615,-95.6221821,S91563580,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:35,4.0,29.366485,-95.6226578,S91529117,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:35,4.0,29.3667536,-95.6225626,S91535369,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:34,4.0,29.355399,-95.622542,S91529077,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:15,1.0,27.334,-82.4433,S91569861,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:06,1.0,28.6743231,-81.3268733,S91529193,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 07:00,1.0,28.089221,-82.701502,S91574532,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 06:52,2.0,29.366852,-95.622499,S91533644,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 06:46,1.0,28.6433213,-81.3952053,S91534618,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 06:19,1.0,26.4794212,-80.6566988,S91522061,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-10 06:17,1.0,27.318315,-82.437202,S91538597,1,2021,7,10,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 18:44,1.0,27.274209,-80.439135,S91564624,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 17:40,2.0,29.3669011,-95.62255,S91513431,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 17:00,1.0,29.6148414,-94.5344353,S91505674,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 16:57,2.0,26.463025,-81.673693,S91513153,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 11:22,1.0,27.9232189,-82.1697656,S91497762,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 10:49,1.0,26.019833,-81.631183,S91482382,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 09:42,1.0,28.800228,-81.726244,S91680519,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 09:25,1.0,28.421073,-81.426135,S91478422,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 08:40,1.0,26.773047,-80.1249647,S91491075,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 08:39,2.0,26.52814,-81.876026,S91481713,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 08:00,2.0,26.113449,-80.24087,S91518459,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 07:40,1.0,28.2184242,-82.6351261,S91481757,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 07:40,1.0,27.3632302,-82.4475861,S91487256,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-09 06:15,1.0,26.4993624,-80.9473515,S91507585,1,2021,7,9,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 19:21,1.0,28.658714,-81.1874501,S91460406,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 18:45,1.0,28.3481308,-81.4000249,S91458956,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 14:06,3.0,29.366572,-95.622599,S91448829,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 11:19,1.0,26.462943,-81.673629,S91449115,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 09:55,1.0,27.6631045,-80.6442779,S91438901,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 09:10,1.0,28.6743702,-81.6920882,S91441926,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 08:16,3.0,26.697797,-80.1661,S91431612,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 08:02,1.0,27.776167,-80.496821,S91433667,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 07:36,2.0,26.138269,-80.334412,S91461268,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 07:30,2.0,29.3668897,-95.6225458,S91444410,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 06:52,1.0,28.2610772,-81.2955704,S91434634,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08 06:16,2.0,27.1545411,-81.1977705,S91858611,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-08,1.0,29.3716228,-95.6224519,S91468538,1,2021,7,8,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-07 17:30,1.0,28.7483966,-81.7733002,S91416066,1,2021,7,7,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-07 16:55,1.0,29.4274,-82.2076,S91534730,1,2021,7,7,Aramidae
limpki,Limpkin,Aramus guarauna,2021-07-07 11:54,1.0,26.462952,-81.673633,S91419558,1,2021,7,7,Aramidae
